Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
36,1069361,1304255,10800,10800,10800.0, 36 months,9.91,348.03,B,B1,Department of Justice,2 years,RENT,55596.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069361,"  Borrower added on 12/19/11 > I have a very stable job &amp; am moving to get a better position. Thanks for your help!<br><br>  Borrower added on 12/22/11 > Almost there, am ready to take care of business, Merry Christmas! ^_^<br>",moving,Moving to better job; help a veteran!,946xx,CA,5.5,0.0,Dec-00,0.0,,,7.0,0.0,2535,13.3,18.0,f,0.0,0.0,12157.2,12157.2,10800.0,1357.2,0.0,0.0,0.0,Nov-13,3483.79,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
37,1069357,1304251,15000,15000,15000.0, 36 months,7.9,469.36,A,A4,Gateway Hospice,1 year,RENT,45000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069357,  Borrower added on 12/15/11 > I am looking to pay off all my credit cards and have one lump sum to pay each month.  I graduated with my masters 2 years ago.  It took me a year to find a good job and I have been with them for a year now.  The next thing for me to fix in my life is my credit situation.  If I can pay one lump sum I will be saving money each month.  I would really appreciate the consideration of being approved.<br>,debt_consolidation,Debt Consolidation Loan,445xx,OH,8.48,0.0,Nov-04,0.0,,,7.0,0.0,6704,50.4,27.0,f,0.0,0.0,16662.6,16662.6,15000.0,1662.6,0.0,0.0,0.0,Jan-14,5872.8,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
38,1069356,1304250,6000,6000,6000.0, 36 months,12.42,200.5,B,B4,Cox Communications,1 year,RENT,36852.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069356,"  Borrower added on 12/15/11 > This loan will be used to clear out my current credit cards to $0 balances and close them.  I have really high interest rates on them and chasing multiple minimum payments around is not working out so well.<br><br> Borrower added on 12/15/11 > I currently pay about $480 per month in minimums and have the lower interest rate is going to lower the payments so much, that i will actualy be paying this loan off in about half the time as ihave already learned to live with the 480 per month. <br><br>  Borrower added on 12/16/11 > For te consolidation of credit cards and to clear all revolving debt.<br>",debt_consolidation,Credit Card Consolidation,850xx,AZ,10.62,0.0,Apr-07,1.0,,,7.0,0.0,7310,66.5,12.0,f,0.0,0.0,7125.283165000001,7125.28,6000.0,1125.28,0.0,0.0,0.0,Apr-14,1923.53,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
39,1069346,1304237,12500,12500,12475.0, 60 months,12.69,282.44,B,B5,United States Infrastructure Corporation,1 year,RENT,27000.0,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069346,  Borrower added on 12/20/11 > The purpose of this loan is to pay off my credit card debt. The remaining will go towards my student loan.<br>,debt_consolidation,Credit card debt,604xx,IL,16.04,0.0,Dec-01,3.0,,,6.0,0.0,10143,50.0,24.0,f,3193.13,3186.72,13506.54,13479.58,9306.87,4199.67,0.0,0.0,0.0,Jan-16,282.44,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
40,1067573,1301955,9600,9600,9600.0, 36 months,7.51,298.67,A,A3,Nucor Building Systems,4 years,RENT,68004.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1067573,  Borrower added on 12/15/11 > Funds will be used for an upcoming wedding.<br>I have a very stable job and will have no problems paying back the funds.<br>,other,Other Loan,292xx,SC,6.63,0.0,Jan-03,0.0,,,6.0,0.0,2896,18.1,11.0,f,0.0,0.0,10749.76265,10749.76,9600.0,1149.76,0.0,0.0,0.0,Jan-15,311.56,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
41,1069506,1304567,12000,12000,12000.0, 36 months,7.9,375.49,A,A4,John Wiley Jr.,10+ years,RENT,62300.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069506,  Borrower added on 12/15/11 > To be used to payoff high interest loans.<br>,debt_consolidation,Debt Consolidation,088xx,NJ,16.7,0.0,Mar-94,0.0,38.0,,15.0,0.0,8601,21.0,25.0,f,0.0,0.0,13516.38296,13516.38,12000.0,1516.38,0.0,0.0,0.0,Jan-15,380.98,,Sep-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
42,1069314,1304202,3000,3000,3000.0, 36 months,18.25,108.84,D,D5,,9 years,MORTGAGE,65000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069314,"  Borrower added on 12/15/11 > Combination of things, including a higher-then expected school tax bill, short term year-end cashflow pinch. <br><br>I intend to pay this off ASAP, once one of my client projects wraps up. <br><br>My business is increasing steadily - recovering nicely from the credit crunch, which affected many of my clientele in 2009 &amp; 2010.<br><br>PS:  I've never been late with a payment. Ever. ;-)<br><br>Thank you ... and happy holidays!<br>",other,Year End Cleanup,180xx,PA,17.39,0.0,Sep-98,0.0,,,8.0,0.0,43936,98.1,22.0,f,0.0,0.0,3915.027595000001,3915.03,3000.0,915.03,0.0,0.0,0.0,Jan-15,115.38,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
43,1060578,1292332,4400,4400,4400.0, 36 months,16.77,156.37,D,D2,citizens bank,10+ years,RENT,55000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060578,,debt_consolidation,debt,029xx,RI,20.01,0.0,Jun-04,0.0,,,7.0,0.0,25237,99.0,11.0,f,0.0,0.0,5626.892655,5626.89,4400.0,1226.89,0.0,0.0,0.0,Jan-15,162.44,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
44,1069469,1304526,6000,6000,6000.0, 36 months,6.03,182.62,A,A1,"Stewart Enterprises, Inc.",10+ years,MORTGAGE,45600.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069469,  Borrower added on 12/16/11 > Debt Consolidation Loan - Student Loan/Credit Card<br>,debt_consolidation,Debt-Consolidation ,700xx,LA,5.34,0.0,Nov-95,1.0,,,6.0,0.0,3378,32.5,28.0,f,0.0,0.0,6065.86,6065.86,6000.0,65.86,0.0,0.0,0.0,Jul-12,15.01,,Jun-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
45,1051117,1282787,14000,14000,14000.0, 36 months,9.91,451.15,B,B1,golfers warehouse,6 years,RENT,80000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1051117,  Borrower added on 12/15/11 > i am opening a small business and need a small amount to finalize the process<br><br>  Borrower added on 12/17/11 > i have over 8 years of profesional experience in this low cost/high return market.  my employee has over 12 years experience as well.<br>,small_business,Small Business Loan,010xx,MA,10.0,0.0,Jul-99,1.0,45.0,,7.0,0.0,2219,13.4,40.0,f,0.0,0.0,16239.91413,16239.91,14000.0,2239.91,0.0,0.0,0.0,Jan-15,457.91,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
46,1069465,1304521,5000,5000,5000.0, 36 months,8.9,158.77,A,A5,STERIS Corporation,10+ years,MORTGAGE,100000.0,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069465,,debt_consolidation,Debt Consolidation for a better life,441xx,OH,16.33,0.0,Jun-95,0.0,,,17.0,0.0,74351,62.1,35.0,f,0.0,0.0,5021.37,5021.37,4217.38,696.99,0.0,107.0,1.07,Aug-14,158.77,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
47,1069283,1304166,10000,10000,10000.0, 36 months,10.65,325.74,B,B2,Costco Wholesale Corp.,6 years,RENT,27000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069283,,other,Other Loan,104xx,NY,11.47,0.0,Nov-06,0.0,,,7.0,0.0,7814,52.3,10.0,f,0.0,0.0,11724.56774,11724.57,10000.0,1724.57,0.0,0.0,0.0,Jan-15,332.92,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
48,1069287,1304171,10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Helicoil,10+ years,RENT,60000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069287,,credit_card,Credit Card Loan,067xx,CT,12.74,0.0,Sep-92,1.0,,,11.0,0.0,14019,19.5,18.0,f,0.0,0.0,10282.67,10282.67,10000.0,282.67,0.0,0.0,0.0,Jul-12,8762.05,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
49,1069453,1303701,11000,11000,11000.0, 36 months,6.62,337.75,A,A2,cognizant technology solutions,5 years,RENT,70000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069453,,debt_consolidation,Debt Consolitation ,061xx,CT,10.85,0.0,Jan-02,0.0,,,5.0,0.0,11638,36.4,7.0,f,0.0,0.0,12157.38005,12157.38,11000.0,1157.38,0.0,0.0,0.0,Jan-15,346.13,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
50,1069248,1304123,15000,15000,15000.0, 36 months,9.91,483.38,B,B1,Caterpillar Inc.,8 years,MORTGAGE,80000.0,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069248,  Borrower added on 12/15/11 > Using to pay off existing loans and credit card debt<br><br>  Borrower added on 12/16/11 > All are of a higher interest rate so this interest rate is substantionaly lower giving me peace of mind..<br><br>  Borrower added on 12/18/11 > My job is very stable and I have seniority over more than 80% of the workforce which makes it highly unlikely for me to get laid off..I made it through the 2008 economic downturn without a beat and I still have unlimited overtime oppurtunity<br>,debt_consolidation,Debt Consolidation Loan,616xx,IL,9.12,0.0,Apr-92,2.0,,,9.0,0.0,11845,63.7,28.0,f,0.0,0.0,16177.77,16177.77,13556.45,2374.34,24.17,222.81,36.3708,Oct-14,483.38,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
51,1068120,1302485,25600,25600,25350.0, 36 months,9.91,824.96,B,B1,City of Santa Monica ,9 years,RENT,110000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068120,"  Borrower added on 12/14/11 > I would like to clear my credit card balances and consolidate as single payment, I am in good standing on all my credits and never missed a payment.<br>",credit_card,Credit card refinance loan,913xx,CA,15.71,0.0,Jul-99,0.0,,,11.0,0.0,26088,62.0,27.0,f,0.0,0.0,29695.62268,29405.63,25600.0,4095.62,0.0,0.0,0.0,Jan-15,838.27,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
52,1069244,1304117,7000,7000,7000.0, 36 months,10.65,228.02,B,B2,Aerotek Scientific,< 1 year,RENT,40000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069244,,debt_consolidation,Loan 12142011,947xx,CA,7.38,0.0,Apr-04,0.0,,,7.0,0.0,12168,92.9,12.0,f,0.0,0.0,8205.473816,8205.47,7000.0,1205.47,0.0,0.0,0.0,Jan-15,240.27,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
53,1069243,1304116,12000,12000,12000.0, 36 months,15.96,421.65,C,C5,Chemat Technology Inc,4 years,RENT,50000.0,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069243,,car,Car Loan,914xx,CA,20.88,0.0,Oct-06,2.0,,,11.0,0.0,15793,90.8,11.0,f,0.0,0.0,3521.95,3521.95,1903.66,1039.35,0.0,578.94,5.49,Aug-12,421.65,,Dec-12,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
54,1069238,1303909,12000,12000,12000.0, 36 months,9.91,386.7,B,B1,Scott & White,1 year,RENT,46000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069238,"  Borrower added on 12/19/11 > I got crazy with my credit cards in college and now its time to finally pay it all down. I just want a one stop shop to consolidate all my debt so I can feel like I actually am paying my cards down, and also so I can start saving.<br><br> Borrower added on 12/19/11 > Please help me to get rid of my credit card debt in 3 years or less. I've made the mistake of spending too much in college and now it's time to finally pay it all down! One monthly payment and a lower interest rate will definitely help me to reach my goal, and to really start saving for my future.<br>",credit_card,Credit Cards,765xx,TX,8.11,0.0,May-00,1.0,,,11.0,0.0,12143,52.1,12.0,f,0.0,0.0,13748.21311,13748.21,12000.0,1748.21,0.0,0.0,0.0,Jul-14,964.73,,Jul-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
55,1069410,1303652,21000,21000,20975.0, 60 months,19.91,555.33,E,E4,Costco,7 years,RENT,50000.0,Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069410,  Borrower added on 12/20/11 > consolidation  of credit cards.<br>,debt_consolidation, Bill pay of,980xx,WA,21.58,0.0,Sep-98,1.0,,,7.0,0.0,19448,97.6,14.0,f,0.0,0.0,18319.14,18297.35,8990.81,9328.33,0.0,0.0,0.0,Oct-14,555.33,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
56,1068409,1302790,16000,16000,15950.0, 60 months,19.91,423.11,E,E4,CA Technologies,7 years,RENT,81000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068409,"  Borrower added on 12/16/11 > Will use this opportunity to consolidate my high interest debt obligations, a mojority of which were accrued during school years (undergraduate and graduate degree programs). <br><br>My credit history from the past 10+ years is testament to the fact that i have never missed a payment.<br>",credit_card,refinance debt,017xx,MA,20.52,0.0,Dec-98,3.0,,,12.0,0.0,27884,75.1,21.0,f,0.0,0.0,20876.1,20810.87,16000.0,4876.1,0.0,0.0,0.0,Oct-13,9931.02,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
57,1068487,1302882,10000,10000,10000.0, 36 months,12.42,334.16,B,B4,Netflix,< 1 year,OWN,39000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068487,,debt_consolidation,Debt Consolidation Loan,972xx,OR,18.58,0.0,Dec-04,0.0,,,5.0,0.0,12874,72.7,10.0,f,0.0,0.0,11474.76,11474.76,10000.0,1474.76,0.0,0.0,0.0,Jul-13,5803.94,,Mar-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
58,1043961,1274517,10000,10000,10000.0, 36 months,10.65,325.74,B,B2,DCAA,2 years,RENT,51400.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043961,"  Borrower added on 12/21/11 > I plan to use the funds to pay off all of my credit card debt. I have always been a responsible individual, paid my bills on time, and have never been unemployed. I have a stable job in an in-demand industry. I keep a monthly budget of my income and expenses.<br>",credit_card,My End to Bad Spending Habits Plan,752xx,TX,19.14,0.0,Oct-00,3.0,,,10.0,0.0,10160,59.1,24.0,f,0.0,0.0,10575.94,10575.94,10000.0,575.94,0.0,0.0,0.0,Aug-12,8627.74,,Sep-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
59,1068945,1287308,7100,7100,7100.0, 36 months,16.77,252.33,D,D2,Triple D security ,1 year,MORTGAGE,33000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068945, I wna apply for $7100 loan to pay off all credit cards n line of credit I have n hospital bill. If I do get loan I can definitely pay the monthly payments back.<br> Borrower added on 12/14/11 > I only want a loan of $7100. If I can get this that would b great. <br>,debt_consolidation,To pay of all debt,787xx,TX,24.0,0.0,Apr-07,2.0,,,4.0,0.0,6021,91.2,8.0,f,0.0,0.0,9079.334843,9079.33,7100.0,1979.33,0.0,0.0,0.0,Jan-15,262.78,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
60,1069142,1287810,13000,13000,13000.0, 60 months,12.69,293.74,B,B5,wrisco,< 1 year,MORTGAGE,30000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069142,  Borrower added on 12/07/11 > plan to use the funds to pay off bills. always pay bills on time.  monthly budget will be minimal after consolidating. have good job<br>,debt_consolidation,Debt Consolidation Loan,077xx,NJ,13.72,0.0,May-02,0.0,,,17.0,0.0,17080,58.9,27.0,f,0.0,0.0,17402.239990000002,17402.24,13000.0,4402.24,0.0,0.0,0.0,Jan-16,3596.46,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
61,1068934,1277395,17500,8950,8925.0, 60 months,17.27,223.74,D,D3,,6 years,RENT,40000.0,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068934,"  Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br><br> Borrower added on 11/28/11 > Thanks.<br> Borrower added on 12/05/11 > Hello,<br>I am in need of the money to purchase a tractor for my new business. I have a signed contract for guaranteed income for the next 5 years. Just need some extra support to get started. I appreciate the assistance.<br>",small_business,Start Up,951xx,CA,19.47,0.0,May-06,1.0,,,5.0,0.0,10724,58.9,6.0,f,2462.25,2455.34,10713.52,10683.65,6487.75,4225.77,0.0,0.0,0.0,Jan-16,223.74,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
62,1069136,1278095,17675,17675,17675.0, 60 months,14.65,417.25,C,C3,webb candy,< 1 year,RENT,50000.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069136,"  Borrower added on 12/07/11 > I am trying to wrap everything together - I currently pay well over 700 a month for this debt, and have NEVER been late.  ",debt_consolidation,Debt Consolidation Loan,540xx,WI,16.46,0.0,Jul-02,2.0,,,6.0,0.0,6661,57.4,14.0,f,0.0,0.0,21323.43,21323.43,17675.0,3648.43,0.0,0.0,0.0,Aug-13,13814.81,,Feb-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
63,1068923,1303549,8000,8000,8000.0, 36 months,16.77,284.31,D,D2,Omniplex ,< 1 year,RENT,62000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068923,  Borrower added on 12/16/11 > I am looking to pay down my high interest revolving credit card accounts in full with this loan<br>,debt_consolidation,Debt Consolidation Loan,225xx,VA,21.64,0.0,Jul-06,3.0,,,14.0,0.0,6088,66.9,20.0,f,0.0,0.0,10267.26214,10267.26,8000.0,2252.27,14.98883533,0.0,0.0,Dec-14,606.54,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
64,1069126,1303778,10000,10000,9975.0, 60 months,10.65,215.69,B,B2,CEC ENTERTAINMENT INC,10+ years,RENT,45996.0,Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069126,,debt_consolidation,Consolidation,440xx,OH,21.73,0.0,May-97,1.0,,,7.0,0.0,11170,30.1,15.0,f,0.0,0.0,8772.91,8751.08,5495.38,2429.23,1.0,847.3,152.514,Apr-15,1.0,,Jun-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
65,1069102,1303750,3500,3500,3500.0, 36 months,10.65,114.01,B,B2,CPI,7 years,MORTGAGE,55000.0,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069102,  Borrower added on 12/15/11 > pay off credit cards<br>,debt_consolidation,blessings,437xx,OH,5.39,0.0,Oct-05,1.0,,,9.0,0.0,6611,45.9,12.0,f,0.0,0.0,4103.168128,4103.17,3500.0,603.17,0.0,0.0,0.0,Jan-15,118.32,,Dec-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
66,1069093,1303740,12500,8925,8925.0, 60 months,17.27,223.11,D,D3,grandma kitchen,5 years,RENT,30000.0,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069093,  Borrower added on 12/16/11 > So I can pay all my bills so I will have just one monthy payment .<br>,debt_consolidation,allen,559xx,MN,13.16,0.0,Apr-95,0.0,,113.0,7.0,1.0,9844,70.8,28.0,f,0.0,0.0,5577.75,5577.75,2812.82,2742.43,0.0,22.5,0.0,Feb-14,223.11,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
67,1069030,1303473,16425,16425,16425.0, 36 months,14.27,563.53,C,C2,"Gen-Probe, Inc",4 years,RENT,44544.0,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069030,  Borrower added on 12/14/11 > looking to find a loan to consolidate my credit card debts at a lower interest rate.  currently paying 700/month and have never missed a payment.  high interest rates make it hard to pay down the debt.<br>,debt_consolidation,New Start,921xx,CA,22.71,0.0,Oct-02,1.0,,,10.0,0.0,15747,83.4,18.0,f,0.0,0.0,18172.71,18172.71,16425.0,1747.71,0.0,0.0,0.0,Nov-12,13108.71,,Jul-15,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
68,1068906,1303528,8200,8200,8200.0, 60 months,21.28,223.14,F,F2,autozone,4 years,RENT,75000.0,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068906,  Borrower added on 12/15/11 > Business/credit card<br>,small_business,Small_Business Loan,912xx,CA,12.48,0.0,Jan-00,3.0,,,6.0,0.0,9012,73.9,11.0,f,0.0,0.0,4173.57,4173.57,1525.83,2265.85,0.0,381.89,3.6,Jun-13,223.14,,Oct-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
69,1069073,1303718,15000,15000,15000.0, 36 months,14.65,517.42,C,C3,USAF Civil Service,2 years,OWN,61000.0,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069073,"  Borrower added on 12/14/11 > I calculated refinancing would allow me to pay off my credit debt a year earlier and save around $6,000.  <br>",credit_card,Credit Refinance,325xx,FL,11.88,0.0,Jun-04,1.0,,,8.0,0.0,19397,79.5,18.0,f,0.0,0.0,18562.40042,18562.4,15000.0,3562.4,0.0,0.0,0.0,Sep-14,2533.38,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
